DENOM_CIA,SETOR_ATIV,ANO_ARQUIVO,VL_CONTA,VL_CONTA_REAIS,VL_CONTA_BI
ALMEIDA JUNIOR SHOPPING CENTERS S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),2023,302905.0,302905000.0,0.302905
AUTOMOB S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),2023,140293.0,140293000.0,0.140293
VESTE S.A. ESTILO,Emp. Adm. Part. - Comércio (Atacado e Varejo),2023,78054.0,78054000.0,0.078054
MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2023,3579884.0,3579884000.0,3.579884
JHSF PARTICIPACOES S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2023,1141565.0,1141565000.0,1.141565
PDG REALTY S.A. EMPREEND E PARTICIPACOES,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2023,1036574.0,1036574000.0,1.036574
EZ TEC EMPREEND. E PARTICIPACOES S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2023,588203.0,588203000.0,0.588203
TRISUL S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2023,399888.0,399888000.0,0.399888
TEGRA INCORPORADORA S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2023,305062.0,305062000.0,0.305062
MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2023,277542.0,277542000.0,0.277542
LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2023,62290.0,62290000.0,0.06229
SUGOI S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2023,25797.0,25797000.0,0.025797
SYN PROP & TECH S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2023,-54786.0,-54786000.0,-0.054786
NEXPE PARTICIPAÇÕES S.A,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2023,-198744.0,-198744000.0,-0.198744
CIA HABITASUL DE PARTICIPACOES,Emp. Adm. Part. - Crédito Imobiliário,2023,341771.0,341771000.0,0.341771
BRAZILIAN FINANCE E REAL ESTATE S.A.,Emp. Adm. Part. - Crédito Imobiliário,2023,31683.0,31683000.0,0.031683
CEL PARTICIPAÇÕES S.A. - CELPAR,Emp. Adm. Part. - Educação,2023,255987.0,255987000.0,0.255987
YDUQS PARTICIPACOES S.A.,Emp. Adm. Part. - Educação,2023,198414.0,198414000.0,0.198414
BIOMA EDUCAÇÃO S.A.,Emp. Adm. Part. - Educação,2023,-120760.0,-120760000.0,-0.12076
COGNA EDUCAÇÃO S.A.,Emp. Adm. Part. - Educação,2023,-1052351.0,-1052351000.0,-1.052351
CPFL ENERGIA S.A.,Emp. Adm. Part. - Energia Elétrica,2023,21511948.0,21511948000.0,21.511948
NEOENERGIA S.A.,Emp. Adm. Part. - Energia Elétrica,2023,9314000.0,9314000000.0,9.314
AXIA ENERGIA S.A.,Emp. Adm. Part. - Energia Elétrica,2023,8033243.0,8033243000.0,8.033243
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,Emp. Adm. Part. - Energia Elétrica,2023,5634098.0,5634098000.0,5.634098
CPFL ENERGIAS RENOVÁVEIS S.A.,Emp. Adm. Part. - Energia Elétrica,2023,5397372.0,5397372000.0,5.397372
ENERGISA S.A.,Emp. Adm. Part. - Energia Elétrica,2023,5011554.0,5011554000.0,5.011554
ALUPAR INVESTIMENTO S/A,Emp. Adm. Part. - Energia Elétrica,2023,2814859.0,2814859000.0,2.814859
ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A,Emp. Adm. Part. - Energia Elétrica,2023,1124021.0,1124021000.0,1.124021
AUREN OPERAÇÕES S.A.,Emp. Adm. Part. - Energia Elétrica,2023,631752.0,631752000.0,0.631752
ELETRORIVER S.A.,Emp. Adm. Part. - Energia Elétrica,2023,568118.0,568118000.0,0.568118
ENERGISA TRANSMISSÃO DE ENERGIA S/A,Emp. Adm. Part. - Energia Elétrica,2023,434806.0,434806000.0,0.434806
SERENA GERAÇÃO S.A.,Emp. Adm. Part. - Energia Elétrica,2023,258327.0,258327000.0,0.258327
CELEO REDES TRANSMISSÃO DE ENERGIA S.A.,Emp. Adm. Part. - Energia Elétrica,2023,92058.0,92058000.0,0.092058
SERENA ENERGIA S.A.,Emp. Adm. Part. - Energia Elétrica,2023,54147.0,54147000.0,0.054147
SAFIRA HOLDING S.A.,Emp. Adm. Part. - Energia Elétrica,2023,45157.0,45157000.0,0.045157
CIA CELG DE PARTICIPACOES - CELGPAR,Emp. Adm. Part. - Energia Elétrica,2023,0.0,0.0,0.0
ASA BRANCA HOLDING S.A.,Emp. Adm. Part. - Energia Elétrica,2023,-4368.0,-4368000.0,-0.004368
FOZ DO RIO CLARO ENERGIA S.A.,Emp. Adm. Part. - Energia Elétrica,2023,-8979.0,-8979000.0,-0.008979
BRASILIANA PARTICIPAÇÕES S/A,Emp. Adm. Part. - Energia Elétrica,2023,-19071.0,-19071000.0,-0.019071
RIO ALTO STL HOLDING I S.A.,Emp. Adm. Part. - Energia Elétrica,2023,-70951.0,-70951000.0,-0.070951
LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,Emp. Adm. Part. - Energia Elétrica,2023,-5417041.0,-5417041000.0,-5.417041
BRADESPAR S.A.,Emp. Adm. Part. - Extração Mineral,2023,5624294.0,5624294000.0,5.624294
AURA ALMAS MINERAÇÃO S.A.,Emp. Adm. Part. - Extração Mineral,2023,69880.0,69880000.0,0.06988
ITAÚSA S.A.,Emp. Adm. Part. - Intermediação Financeira,2023,56264000.0,56264000000.0,56.264
CONSORCIO ALFA DE ADMINISTRACAO S.A.,Emp. Adm. Part. - Intermediação Financeira,2023,175991.0,175991000.0,0.175991
ARANDU INVESTIMENTOS S.A.,Emp. Adm. Part. - Intermediação Financeira,2023,-12156.0,-12156000.0,-0.012156
METALURGICA GERDAU S.A.,Emp. Adm. Part. - Metalurgia e Siderurgia,2023,38094756.0,38094756000.0,38.094756
KEPLER WEBER S.A.,Emp. Adm. Part. - Metalurgia e Siderurgia,2023,627682.0,627682000.0,0.627682
MANGELS INDUSTRIAL S.A.,Emp. Adm. Part. - Metalurgia e Siderurgia,2023,292771.0,292771000.0,0.292771
TEKNO S.A. - INDUSTRIA E COMERCIO,Emp. Adm. Part. - Metalurgia e Siderurgia,2023,74359.0,74359000.0,0.074359
WEG S.A.,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",2023,10140487.0,10140487000.0,10.140487
WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",2023,231861.0,231861000.0,0.231861
PRÁTICA PRODUTOS S.A.,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",2023,47067.0,47067000.0,0.047067
PLASCAR PARTICIPACOES INDUSTRIAIS S.A.,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",2023,-97835.0,-97835000.0,-0.097835
SUZANO HOLDING S.A.,Emp. Adm. Part. - Papel e Celulose,2023,37460954.0,37460954000.0,37.460954
ULTRAPAR PARTICIPACOES S.A.,Emp. Adm. Part. - Petróleo e Gás,2023,4357822.0,4357822000.0,4.357822
PETRORECÔNCAVO S.A.,Emp. Adm. Part. - Petróleo e Gás,2023,1862329.0,1862329000.0,1.862329
ENAUTA PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Petróleo e Gás,2023,337982.0,337982000.0,0.337982
CBO HOLDING S.A.,Emp. Adm. Part. - Petróleo e Gás,2023,137589.0,137589000.0,0.137589
OCEÂNICA ENGENHARIA E CONSULTORIA S.A.,Emp. Adm. Part. - Petróleo e Gás,2023,96085.0,96085000.0,0.096085
COMPASS GÁS E ENERGIA S.A.,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",2023,7555078.0,7555078000.0,7.555078
BRK AMBIENTAL PARTICIPAÇÕES S.A.,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",2023,-150914.0,-150914000.0,-0.150914
BB SEGURIDADE PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Seguradoras e Corretoras,2023,14143618.0,14143618000.0,14.143618
CAIXA SEGURIDADE PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Seguradoras e Corretoras,2023,6591207.0,6591207000.0,6.591207
ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,Emp. Adm. Part. - Seguradoras e Corretoras,2023,19503.0,19503000.0,0.019503
YBYRÁ CAPITAL S.A.,Emp. Adm. Part. - Sem Setor Principal,2023,17724314.0,17724314000.0,17.724314
MONTEIRO ARANHA S.A.,Emp. Adm. Part. - Sem Setor Principal,2023,2219496.0,2219496000.0,2.219496
GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,Emp. Adm. Part. - Sem Setor Principal,2023,1163379.0,1163379000.0,1.163379
XP INVESTIMENTOS S.A.,Emp. Adm. Part. - Sem Setor Principal,2023,732072.0,732072000.0,0.732072
SAO CARLOS EMPREEND E PARTICIPACOES S.A.,Emp. Adm. Part. - Sem Setor Principal,2023,441518.0,441518000.0,0.441518
HMOBI PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Sem Setor Principal,2023,439020.0,439020000.0,0.43902
DEXXOS PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Sem Setor Principal,2023,391201.0,391201000.0,0.391201
CIA PARTICIPACOES ALIANCA DA BAHIA,Emp. Adm. Part. - Sem Setor Principal,2023,105430.0,105430000.0,0.10543
CSU DIGITAL S.A.,Emp. Adm. Part. - Sem Setor Principal,2023,88423.0,88423000.0,0.088423
EMBPAR PARTICIPAÇÕES S/A,Emp. Adm. Part. - Sem Setor Principal,2023,79004.0,79004000.0,0.079004
TREVISA INVESTIMENTOS S.A.,Emp. Adm. Part. - Sem Setor Principal,2023,29716.0,29716000.0,0.029716
PORTO SERVIÇO S.A,Emp. Adm. Part. - Sem Setor Principal,2023,29018.0,29018000.0,0.029018
REAG CAPITAL HOLDING S.A.,Emp. Adm. Part. - Sem Setor Principal,2023,-98819.0,-98819000.0,-0.098819
MLOG S.A.,Emp. Adm. Part. - Sem Setor Principal,2023,-103242.0,-103242000.0,-0.103242
OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,Emp. Adm. Part. - Sem Setor Principal,2023,-1479488.0,-1479488000.0,-1.479488
MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2023,6066681.0,6066681000.0,6.066681
RUMO S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2023,2471876.0,2471876000.0,2.471876
SANTOS BRASIL PARTICIPACOES S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2023,1867508.0,1867508000.0,1.867508
ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2023,1215554.0,1215554000.0,1.215554
CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2023,1088797.0,1088797000.0,1.088797
WILSON SONS S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2023,743787.0,743787000.0,0.743787
LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2023,301268.0,301268000.0,0.301268
RODOVIAS DO BRASIL HOLDING S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2023,93305.0,93305000.0,0.093305
TPI - TRIUNFO PARTICIP. E INVEST. S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2023,-4171.0,-4171000.0,-0.004171
AUSTRAVIAS S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2023,-52595.0,-52595000.0,-0.052595
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,Emp. Adm. Part. - Serviços Transporte e Logística,2023,-1025934.0,-1025934000.0,-1.025934
AZUL S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2023,-3102823.0,-3102823000.0,-3.102823
GOL LINHAS AEREAS INTELIGENTES S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2023,-5567464.0,-5567464000.0,-5.567464
PORTO SAÚDE PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Serviços médicos,2023,177564.0,177564000.0,0.177564
CLARO TELECOM PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Telecomunicações,2023,5564145.0,5564145000.0,5.564145
UNIFIQUE TELECOMUNICAÇÕES S.A.,Emp. Adm. Part. - Telecomunicações,2023,275317.0,275317000.0,0.275317
BRISANET PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Telecomunicações,2023,224053.0,224053000.0,0.224053
PADTEC HOLDING S.A.,Emp. Adm. Part. - Telecomunicações,2023,25167.0,25167000.0,0.025167
ALARES INTERNET PARTICIPAÇÕES S/A,Emp. Adm. Part. - Telecomunicações,2023,-284711.0,-284711000.0,-0.284711
AMMO VAREJO S.A.,Emp. Adm. Part. - Têxtil e Vestuário,2023,-243057.0,-243057000.0,-0.243057
SPRINGS GLOBAL PARTICIPACOES S.A.,Emp. Adm. Part. - Têxtil e Vestuário,2023,-1696707.0,-1696707000.0,-1.696707
ENGIE BRASIL ENERGIA S.A.,Energia Elétrica,2023,18280884.0,18280884000.0,18.280884
ISA ENERGIA BRASIL,Energia Elétrica,2023,10424306.0,10424306000.0,10.424306
CIA ENERGETICA DE MINAS GERAIS - CEMIG,Energia Elétrica,2023,9861202.0,9861202000.0,9.861202
CIA PARANAENSE DE ENERGIA - COPEL,Energia Elétrica,2023,6952978.0,6952978000.0,6.952978
EDP - ENERGIAS DO BRASIL S.A.,Energia Elétrica,2023,5195668.0,5195668000.0,5.195668
CHINA THREE GORGES BRASIL ENERGIA S.A.,Energia Elétrica,2023,4935706.0,4935706000.0,4.935706
EQUATORIAL S.A.,Energia Elétrica,2023,4798287.0,4798287000.0,4.798287
AUREN ENERGIA S.A.,Energia Elétrica,2023,4721850.0,4721850000.0,4.72185
CPFL GERACAO DE ENERGIA S.A.,Energia Elétrica,2023,4655230.0,4655230000.0,4.65523
CEMIG GERACAO E TRANSMISSAO S.A.,Energia Elétrica,2023,4488122.0,4488122000.0,4.488122
REDE ENERGIA PARTICIPAÇÕES S.A.,Energia Elétrica,2023,4333339.0,4333339000.0,4.333339
CESP - CIA ENERGETICA DE SAO PAULO,Energia Elétrica,2023,3994494.0,3994494000.0,3.994494
COPEL GERAÇÃO E TRANSMISSÃO S.A.,Energia Elétrica,2023,3299980.0,3299980000.0,3.29998
CPFL TRANSMISSÃO S.A.,Energia Elétrica,2023,3029216.0,3029216000.0,3.029216
AXIA ENERGIA NORTE S.A.,Energia Elétrica,2023,1289094.0,1289094000.0,1.289094
RIO PARANAPANEMA ENERGIA S.A.,Energia Elétrica,2023,1169684.0,1169684000.0,1.169684
CENTRAIS ELET DE SANTA CATARINA S.A.,Energia Elétrica,2023,1097596.0,1097596000.0,1.097596
RENOVA ENERGIA S.A.,Energia Elétrica,2023,767882.0,767882000.0,0.767882
ENEVA S.A,Energia Elétrica,2023,679206.0,679206000.0,0.679206
AUREN PARTICIPAÇÕES S.A.,Energia Elétrica,2023,653434.0,653434000.0,0.653434
STATKRAFT ENERGIAS RENOVAVEIS S.A.,Energia Elétrica,2023,618793.0,618793000.0,0.618793
LIGHT ENERGIA S.A.,Energia Elétrica,2023,514412.0,514412000.0,0.514412
COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,Energia Elétrica,2023,493076.0,493076000.0,0.493076
MULTINER S/A,Energia Elétrica,2023,296291.0,296291000.0,0.296291
EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.,Energia Elétrica,2023,218495.0,218495000.0,0.218495
ESSENTIA PCHS S.A.,Energia Elétrica,2023,171421.0,171421000.0,0.171421
COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,Energia Elétrica,2023,58246.0,58246000.0,0.058246
COMERC ENERGIA S.A.,Energia Elétrica,2023,18400.0,18400000.0,0.0184
ANEMUS WIND HOLDING S.A.,Energia Elétrica,2023,7465.0,7465000.0,0.007465
PRODUTORES ENERGET.DE MANSO S.A.- PROMAN,Energia Elétrica,2023,-268.0,-268000.0,-0.000268
2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL,Energia Elétrica,2023,-133429.0,-133429000.0,-0.133429
HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.,Energia Elétrica,2023,-172064.0,-172064000.0,-0.172064
RIO ALTO ENERGIAS RENOVÁVEIS S.A.,Energia Elétrica,2023,-179959.0,-179959000.0,-0.179959
BRASIL BIOFUELS S.A.,Energia Elétrica,2023,-346506.0,-346506000.0,-0.346506
AXIA ENERGIA SUL S.A.,Energia Elétrica,2023,-500400.0,-500400000.0,-0.5004
VALE S.A.,Extração Mineral,2023,273782000.0,273782000000.0,273.782
CSN MINERAÇÃO S.A.,Extração Mineral,2023,6519035.0,6519035000.0,6.519035
COMPANHIA BRASILEIRA DE ALUMÍNIO,Extração Mineral,2023,148048.0,148048000.0,0.148048
NATURA COSMÉTICOS S.A.,Farmacêutico e Higiene,2023,6563666.0,6563666000.0,6.563666
EUROFARMA LABORATÓRIOS S.A.,Farmacêutico e Higiene,2023,4952235.0,4952235000.0,4.952235
HYPERA S.A.,Farmacêutico e Higiene,2023,3348949.0,3348949000.0,3.348949
BLAU FARMACÊUTICA S.A.,Farmacêutico e Higiene,2023,1215966.0,1215966000.0,1.215966
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.,Farmacêutico e Higiene,2023,683624.0,683624000.0,0.683624
BOMBRIL S.A. - EM RECUPERAÇÃO JUDICIAL,Farmacêutico e Higiene,2023,122751.0,122751000.0,0.122751
NATURA &CO HOLDING S.A.,Farmacêutico e Higiene,2023,115884.0,115884000.0,0.115884
INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.,Farmacêutico e Higiene,2023,45963.0,45963000.0,0.045963
BIOMM S.A.,Farmacêutico e Higiene,2023,-173700.0,-173700000.0,-0.1737
HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,Hospedagem e Turismo,2023,321205.0,321205000.0,0.321205
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,Hospedagem e Turismo,2023,-1780642.0,-1780642000.0,-1.780642
CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,Intermediação Financeira,2023,4183146.0,4183146000.0,4.183146
OLIVEIRA TRUST S.A.,Intermediação Financeira,2023,161060.0,161060000.0,0.16106
METISA METALURGICA TIMBOENSE S.A.,Metalurgia e Siderurgia,2023,180391620.0,180391620000.0,180.39162
GERDAU S.A.,Metalurgia e Siderurgia,2023,19016535.0,19016535000.0,19.016535
HAGA S.A. INDUSTRIA E COMERCIO,Metalurgia e Siderurgia,2023,8030209.0,8030209000.0,8.030209
USINAS SID DE MINAS GERAIS S.A.-USIMINAS,Metalurgia e Siderurgia,2023,7466514.0,7466514000.0,7.466514
CIA SIDERURGICA NACIONAL,Metalurgia e Siderurgia,2023,5140694.0,5140694000.0,5.140694
CIA FERRO LIGAS DA BAHIA - FERBASA,Metalurgia e Siderurgia,2023,1445359.0,1445359000.0,1.445359
TUPY S.A.,Metalurgia e Siderurgia,2023,1019234.0,1019234000.0,1.019234
SCHULZ S.A.,Metalurgia e Siderurgia,2023,547873.0,547873000.0,0.547873
ALUBAR METAIS E CABOS S.A.,Metalurgia e Siderurgia,2023,259912.0,259912000.0,0.259912
ELECTRO ACO ALTONA S.A.,Metalurgia e Siderurgia,2023,86315.0,86315000.0,0.086315
PANATLANTICA S.A.,Metalurgia e Siderurgia,2023,69111.0,69111000.0,0.069111
BAUMER S.A.,Metalurgia e Siderurgia,2023,14650.0,14650000.0,0.01465
WETZEL S.A.,Metalurgia e Siderurgia,2023,-1296.0,-1296000.0,-0.001296
PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,Metalurgia e Siderurgia,2023,-8162022.0,-8162022000.0,-8.162022
RANDONCORP S.A.,"Máquinas, Equipamentos, Veículos e Peças",2023,2659782.0,2659782000.0,2.659782
IOCHPE MAXION S.A.,"Máquinas, Equipamentos, Veículos e Peças",2023,1530189.0,1530189000.0,1.530189
TAURUS ARMAS S.A.,"Máquinas, Equipamentos, Veículos e Peças",2023,1345548.0,1345548000.0,1.345548
MAHLE METAL LEVE S.A.,"Máquinas, Equipamentos, Veículos e Peças",2023,1310138.0,1310138000.0,1.310138
MARCOPOLO S.A.,"Máquinas, Equipamentos, Veículos e Peças",2023,1247613.0,1247613000.0,1.247613
RODOBENS SA,"Máquinas, Equipamentos, Veículos e Peças",2023,1009229.0,1009229000.0,1.009229
WHIRLPOOL S.A.,"Máquinas, Equipamentos, Veículos e Peças",2023,672759.0,672759000.0,0.672759
FRASLE MOBILITY S.A.,"Máquinas, Equipamentos, Veículos e Peças",2023,592061.0,592061000.0,0.592061
ROMI S.A.,"Máquinas, Equipamentos, Veículos e Peças",2023,380683.0,380683000.0,0.380683
DESCARBONIZE SOLUÇÕES S.A.,"Máquinas, Equipamentos, Veículos e Peças",2023,224461.0,224461000.0,0.224461
METALURGICA RIOSULENSE S.A.,"Máquinas, Equipamentos, Veículos e Peças",2023,121031.0,121031000.0,0.121031
INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA,"Máquinas, Equipamentos, Veículos e Peças",2023,114307.0,114307000.0,0.114307
INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,"Máquinas, Equipamentos, Veículos e Peças",2023,110859.0,110859000.0,0.110859
LUPATECH S.A,"Máquinas, Equipamentos, Veículos e Peças",2023,107514.0,107514000.0,0.107514
TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.,"Máquinas, Equipamentos, Veículos e Peças",2023,22314.0,22314000.0,0.022314
BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,"Máquinas, Equipamentos, Veículos e Peças",2023,-16750.0,-16750000.0,-0.01675
RECRUSUL S.A.,"Máquinas, Equipamentos, Veículos e Peças",2023,-17873.0,-17873000.0,-0.017873
LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,"Máquinas, Equipamentos, Veículos e Peças",2023,-33400.0,-33400000.0,-0.0334
METALFRIO SOLUTIONS S.A.,"Máquinas, Equipamentos, Veículos e Peças",2023,-186673.0,-186673000.0,-0.186673
EMBRAER S.A.,"Máquinas, Equipamentos, Veículos e Peças",2023,-262858.0,-262858000.0,-0.262858
AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.,"Máquinas, Equipamentos, Veículos e Peças",2023,-453118.0,-453118000.0,-0.453118
COBRASMA S.A.,"Máquinas, Equipamentos, Veículos e Peças",2023,-5501079.0,-5501079000.0,-5.501079
SUZANO S.A.,Papel e Celulose,2023,37501268.0,37501268000.0,37.501268
KLABIN S.A.,Papel e Celulose,2023,7536291.0,7536291000.0,7.536291
ELDORADO BRASIL CELULOSE S.A.,Papel e Celulose,2023,5881463.0,5881463000.0,5.881463
CIA MELHORAMENTOS DE SAO PAULO,Papel e Celulose,2023,9390.0,9390000.0,0.00939
UNIPAR CARBOCLORO S.A.,Petroquímicos e Borracha,2023,4251152.0,4251152000.0,4.251152
BORRACHAS VIPAL S.A.,Petroquímicos e Borracha,2023,489107.0,489107000.0,0.489107
METANOR SA METANOL DO NE,Petroquímicos e Borracha,2023,42359.0,42359000.0,0.042359
SANSUY S.A. INDUSTRIA DE PLASTICOS,Petroquímicos e Borracha,2023,-470191.0,-470191000.0,-0.470191
UNIGEL PARTICIPAÇÕES S.A.,Petroquímicos e Borracha,2023,-1945715.0,-1945715000.0,-1.945715
BRASKEM S.A.,Petroquímicos e Borracha,2023,-5711000.0,-5711000000.0,-5.711
PETROLEO BRASILEIRO S.A. PETROBRAS,Petróleo e Gás,2023,628342000.0,628342000000.0,628.342
PRIO S.A.,Petróleo e Gás,2023,8581951.0,8581951000.0,8.581951
BRAVA ENERGIA S.A.,Petróleo e Gás,2023,1105862.0,1105862000.0,1.105862
ORIGEM ENERGIA S.A.,Petróleo e Gás,2023,555246.0,555246000.0,0.555246
PRIO FORTE S.A.,Petróleo e Gás,2023,205651.0,205651000.0,0.205651
OCEANPACT SERVIÇOS MARITIMOS S.A.,Petróleo e Gás,2023,-19660.0,-19660000.0,-0.01966
REFINARIA DE PETROLEOS MANGUINHOS S.A.,Petróleo e Gás,2023,-1914917.0,-1914917000.0,-1.914917
CIA SANEAMENTO BASICO EST SAO PAULO,"Saneamento, Serv. Água e Gás",2023,7047062.0,7047062000.0,7.047062
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,"Saneamento, Serv. Água e Gás",2023,4445416.0,4445416000.0,4.445416
AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,"Saneamento, Serv. Água e Gás",2023,2014694.0,2014694000.0,2.014694
EQUIPAV SANEAMENTO S.A.,"Saneamento, Serv. Água e Gás",2023,1735140.0,1735140000.0,1.73514
VITAL ENGENHARIA AMBIENTAL S.A.,"Saneamento, Serv. Água e Gás",2023,1194206.0,1194206000.0,1.194206
ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,"Saneamento, Serv. Água e Gás",2023,374975.0,374975000.0,0.374975
AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,"Saneamento, Serv. Água e Gás",2023,330788.0,330788000.0,0.330788
SOLVI ESSENCIS AMBIENTAL S.A.,"Saneamento, Serv. Água e Gás",2023,32242.0,32242000.0,0.032242
ORIZON MEIO AMBIENTE S.A.,"Saneamento, Serv. Água e Gás",2023,-92544.0,-92544000.0,-0.092544
ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.,"Saneamento, Serv. Água e Gás",2023,-186594.0,-186594000.0,-0.186594
IGUA SANEAMENTO S.A.,"Saneamento, Serv. Água e Gás",2023,-992740.0,-992740000.0,-0.99274
VIRGO COMPANHIA DE SECURITIZAÇÃO,Securitização de Recebíveis,2023,27212.0,27212000.0,0.027212
PORTO SEGURO S.A.,Seguradoras e Corretoras,2023,3472271.0,3472271000.0,3.472271
WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,Seguradoras e Corretoras,2023,429882.0,429882000.0,0.429882
QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,Seguradoras e Corretoras,2023,26103.0,26103000.0,0.026103
IRB - BRASIL RESSEGUROS S.A.,Seguradoras e Corretoras,2023,-1089184.0,-1089184000.0,-1.089184
REDE D'OR SÃO LUIZ S.A.,Serviços Médicos,2023,3376018.0,3376018000.0,3.376018
BRADSAÚDE S.A.,Serviços Médicos,2023,1755678.0,1755678000.0,1.755678
FLEURY S.A.,Serviços Médicos,2023,729554.0,729554000.0,0.729554
ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.,Serviços Médicos,2023,426332.0,426332000.0,0.426332
HOSPITAL MATER DEI S.A.,Serviços Médicos,2023,263934.0,263934000.0,0.263934
ELFA MEDICAMENTOS S.A.,Serviços Médicos,2023,28729.0,28729000.0,0.028729
GSH CORP PARTICIPAÇÕES S.A.,Serviços Médicos,2023,23661.0,23661000.0,0.023661
MPM CORPÓREOS S.A.,Serviços Médicos,2023,-76881.0,-76881000.0,-0.076881
HOSPITAL ANCHIETA S.A.,Serviços Médicos,2023,-126537.0,-126537000.0,-0.126537
