DENOM_CIA,ANO_ARQUIVO,VL_CONTA
ENERGISA TRANSMISSÃO DE ENERGIA S/A,2024,4161362.0
ENERGISA TRANSMISSÃO DE ENERGIA S/A,2025,5072505.0
ENEVA S.A,2021,8996623.0
ENEVA S.A,2022,13736018.0
ENEVA S.A,2023,14937636.0
ENEVA S.A,2024,20214767.0
ENEVA S.A,2025,21406342.0
ENGELHART CTP (BRASIL) S.A.,2024,11347929.0
ENGIE BRASIL ENERGIA S.A.,2021,7932597.0
ENGIE BRASIL ENERGIA S.A.,2022,8440172.0
ENGIE BRASIL ENERGIA S.A.,2023,9816210.0
ENGIE BRASIL ENERGIA S.A.,2024,12280398.0
ENGIE BRASIL ENERGIA S.A.,2025,13914493.0
ENJOEI S.A.,2021,424561.0
ENJOEI S.A.,2022,380850.0
ENJOEI S.A.,2023,339836.0
ENJOEI S.A.,2024,320453.0
ENJOEI S.A.,2025,304368.0
ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,2021,122275.0
ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,2022,626820.0
ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,2023,832979.0
ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,2024,1377299.0
EPR INFRAESTRUTURA PR S.A.,2023,250187.0
EPR INFRAESTRUTURA PR S.A.,2024,461136.0
EPR INFRAESTRUTURA PR S.A.,2025,836386.0
EQUATORIAL S.A.,2021,14604472.0
EQUATORIAL S.A.,2022,18566980.0
EQUATORIAL S.A.,2023,25283659.0
EQUATORIAL S.A.,2024,29887586.0
EQUATORIAL S.A.,2025,28327947.0
EQUIPAV SANEAMENTO S.A.,2023,10058481.0
EQUIPAV SANEAMENTO S.A.,2024,10743546.0
EQUIPAV SANEAMENTO S.A.,2025,4023331.0
ESSENTIA PCHS S.A.,2021,188566.0
ESSENTIA PCHS S.A.,2022,141111.0
ESSENTIA PCHS S.A.,2023,153123.0
ESSENTIA PCHS S.A.,2024,159714.0
ESSENTIA PCHS S.A.,2025,75772.0
ETERNIT S.A.,2021,563355.0
ETERNIT S.A.,2022,676298.0
ETERNIT S.A.,2023,769806.0
ETERNIT S.A.,2024,806091.0
ETERNIT S.A.,2025,842994.0
EUCATEX S.A. INDUSTRIA E COMERCIO,2021,1888012.0
EUCATEX S.A. INDUSTRIA E COMERCIO,2022,2012797.0
EUCATEX S.A. INDUSTRIA E COMERCIO,2023,2407243.0
EUCATEX S.A. INDUSTRIA E COMERCIO,2024,2570690.0
EUCATEX S.A. INDUSTRIA E COMERCIO,2025,2767503.0
EUROFARMA LABORATÓRIOS S.A.,2021,3385494.0
EUROFARMA LABORATÓRIOS S.A.,2022,3927523.0
EUROFARMA LABORATÓRIOS S.A.,2023,4106699.0
EUROFARMA LABORATÓRIOS S.A.,2024,4845081.0
EUROFARMA LABORATÓRIOS S.A.,2025,5006962.0
EVEN CONSTRUTORA E INCORPORADORA S.A.,2021,2592338.0
EVEN CONSTRUTORA E INCORPORADORA S.A.,2022,2727424.0
EVEN CONSTRUTORA E INCORPORADORA S.A.,2023,2879913.0
EVEN CONSTRUTORA E INCORPORADORA S.A.,2024,2069012.0
EVEN CONSTRUTORA E INCORPORADORA S.A.,2025,2194756.0
EZ INC INCORPORAÇÕES S.A.,2021,906896.0
EZ INC INCORPORAÇÕES S.A.,2022,1045141.0
EZ INC INCORPORAÇÕES S.A.,2023,1117839.0
EZ INC INCORPORAÇÕES S.A.,2024,1189089.0
EZ INC INCORPORAÇÕES S.A.,2025,1261507.0
EZ TEC EMPREEND. E PARTICIPACOES S.A.,2021,4369061.0
EZ TEC EMPREEND. E PARTICIPACOES S.A.,2022,4538944.0
EZ TEC EMPREEND. E PARTICIPACOES S.A.,2023,4705064.0
EZ TEC EMPREEND. E PARTICIPACOES S.A.,2024,4883126.0
EZ TEC EMPREEND. E PARTICIPACOES S.A.,2025,5119897.0
FARMÁCIA E DROGARIA NISSEI S.A.,2021,46458.0
FARMÁCIA E DROGARIA NISSEI S.A.,2022,32743.0
FARMÁCIA E DROGARIA NISSEI S.A.,2023,213451.0
FARMÁCIA E DROGARIA NISSEI S.A.,2024,350547.0
FARMÁCIA E DROGARIA NISSEI S.A.,2025,303057.0
FGR INCORPORAÇÕES S.A.,2025,3405360.0
FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL,2021,-161862.0
FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL,2022,-168571.0
FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL,2023,-178202.0
FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL,2024,-185419.0
FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL,2025,-195068.0
FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2021,100456.0
FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2022,92903.0
FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2023,80060.0
FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2024,79421.0
FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2025,71146.0
FICTOR ALIMENTOS S.A.,2021,15816.0
FICTOR ALIMENTOS S.A. - EM RECUPERAÇÃO JUDICIAL,2022,23460.0
FICTOR ALIMENTOS S.A. - EM RECUPERAÇÃO JUDICIAL,2023,16924.0
FICTOR ALIMENTOS S.A. - EM RECUPERAÇÃO JUDICIAL,2025,38866.0
FINANCEIRA ALFA S.A.- CRED FINANC E INVS,2021,1062881.0
FINANCEIRA ALFA S.A.- CRED FINANC E INVS,2022,1080797.0
FINANCEIRA ALFA S.A.- CRED FINANC E INVS,2023,1080724.0
FLEURY S.A.,2021,1854483.0
FLEURY S.A.,2022,2701085.0
FLEURY S.A.,2023,5111070.0
FLEURY S.A.,2024,5374831.0
FLEURY S.A.,2025,5096268.0
FLEX GESTÃO DE RELACIONAMENTOS S.A.-EM RECUPERAÇÃO JUDICIAL,2021,-15818.0
FLEX GESTÃO DE RELACIONAMENTOS S.A.-EM RECUPERAÇÃO JUDICIAL,2022,-366361.0
FOZ DO RIO CLARO ENERGIA S.A.,2022,386627.0
FOZ DO RIO CLARO ENERGIA S.A.,2023,377372.0
FOZ DO RIO CLARO ENERGIA S.A.,2024,382851.0
FOZ DO RIO CLARO ENERGIA S.A.,2025,355027.0
FRAS-LE S.A.,2021,1105955.0
FRASLE MOBILITY S.A.,2022,1778438.0
FRASLE MOBILITY S.A.,2023,1861114.0
FRASLE MOBILITY S.A.,2024,2251485.0
FRASLE MOBILITY S.A.,2025,2481481.0
FULWOOD S.A.,2021,147784.0
FULWOOD S.A.,2022,139752.0
"G2D INVESTMENTS, LTD.",2022,891318.0
GAFISA S.A.,2021,1815954.0
GAFISA S.A.,2022,1772906.0
GAFISA S.A.,2023,1707291.0
GAFISA S.A.,2024,1951996.0
GAFISA S.A.,2025,1537033.0
GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.,2021,-725041.0
GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.,2022,-811813.0
GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.,2023,-718648.0
GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.,2024,-1533916.0
GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.,2025,-1511746.0
GERDAU S.A.,2021,42815649.0
GERDAU S.A.,2022,46298193.0
GERDAU S.A.,2023,49238863.0
GERDAU S.A.,2024,58173786.0
GERDAU S.A.,2025,53798489.0
GETNET ADQ E SERV PARA MEIOS DE PAGTO S.A. - INST PAGTO,2021,3323919.0
GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.,2023,1383518.0
GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.,2024,1424510.0
GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.,2025,1257503.0
GOL LINHAS AEREAS INTELIGENTES S.A.,2021,-21053678.0
GOL LINHAS AEREAS INTELIGENTES S.A.,2022,-21358815.0
GOL LINHAS AEREAS INTELIGENTES S.A.,2023,-23167114.0
GOL LINHAS AEREAS INTELIGENTES S.A.,2024,-29090519.0
GOL LINHAS AEREAS INTELIGENTES S.A.,2025,-17002393.0
"GP INVESTMENTS, LTD.",2021,3253426.0
"GP INVESTMENTS, LTD.",2022,2064213.0
"GP INVESTMENTS, LTD.",2023,1880806.0
"GP INVESTMENTS, LTD.",2024,2362685.0
GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,2021,2196605.0
GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,2022,2592265.0
GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,2023,2988281.0
GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,2024,3490349.0
GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,2025,3975941.0
GRANBIO INVESTIMENTOS S.A.,2021,582492.0
GRANBIO INVESTIMENTOS S.A.,2022,910987.0
GRANBIO INVESTIMENTOS S.A.,2023,846633.0
GRANBIO INVESTIMENTOS S.A.,2024,983125.0
GRANJA FARIA S.A.,2022,369772.0
GRANJA FARIA S.A.,2023,602061.0
GRANJA FARIA S.A.,2024,836442.0
GRANJA FARIA S.A.,2025,973738.0
GRAZZIOTIN S.A.,2021,747735.0
GRAZZIOTIN S.A.,2022,832361.0
GRAZZIOTIN S.A.,2023,884239.0
GRAZZIOTIN S.A.,2024,952978.0
GRAZZIOTIN S.A.,2025,878113.0
GRENDENE S.A.,2021,4094330.0
GRENDENE S.A.,2022,4364132.0
GRENDENE S.A.,2023,3659443.0
GRENDENE S.A.,2024,4040946.0
GRENDENE S.A.,2025,3153958.0
GRUPO CASAS BAHIA S.A.,2021,5637000.0
GRUPO CASAS BAHIA S.A.,2022,5284000.0
GRUPO CASAS BAHIA S.A.,2023,3454000.0
GRUPO CASAS BAHIA S.A.,2024,2477000.0
GRUPO CASAS BAHIA S.A.,2025,2774000.0
GRUPO DE MODA SOMA S.A.,2021,7146154.0
GRUPO DE MODA SOMA S.A.,2022,7404929.0
GRUPO DE MODA SOMA S.A.,2023,5789536.0
GRUPO FARTURA DE HORTIFRUT S.A.,2021,228292.0
GRUPO FARTURA DE HORTIFRUT S.A.,2022,257283.0
GRUPO FARTURA DE HORTIFRUT S.A.,2023,598969.0
GRUPO FARTURA DE HORTIFRUT S.A.,2024,681819.0
GRUPO FARTURA DE HORTIFRUT S.A.,2025,729087.0
GRUPO MATEUS S.A.,2021,6476581.0
GRUPO MATEUS S.A.,2022,7541985.0
GRUPO MATEUS S.A.,2023,8773513.0
GRUPO MATEUS S.A.,2024,9963448.0
GRUPO MATEUS S.A.,2025,11467816.0
GRUPO MULTI S.A.,2021,4008678.0
GRUPO MULTILASER S.A.,2022,4053574.0
GRUPO MULTILASER S.A.,2023,3217030.0
GRUPO MULTILASER S.A.,2024,2891745.0
GRUPO MULTILASER S.A.,2025,2968098.0
GRUPO SALTA EDUCAÇÃO S.A.,2024,2347642.0
GRUPO SALTA EDUCAÇÃO S.A.,2025,1266247.0
GRUPO SBF S.A.,2021,2224635.0
GRUPO SBF S.A.,2022,2409854.0
GRUPO SBF S.A.,2023,2541601.0
GRUPO SBF S.A.,2024,3012344.0
GRUPO SBF S.A.,2025,3059794.0
GRUPO TOKY S.A.,2021,640822.0
GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,2022,554049.0
GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,2023,471027.0
GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,2024,193669.0
GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,2025,222151.0
GSH CORP PARTICIPAÇÕES S.A.,2021,102451.0
GSH CORP PARTICIPAÇÕES S.A.,2022,111741.0
GSH CORP PARTICIPAÇÕES S.A.,2023,138073.0
GSH CORP PARTICIPAÇÕES S.A.,2024,215767.0
GSH CORP PARTICIPAÇÕES S.A.,2025,166158.0
GUARARAPES CONFECCOES S.A.,2021,5266785.0
GUARARAPES CONFECCOES S.A.,2022,5263088.0
GUARARAPES CONFECCOES S.A.,2023,5223165.0
GUARARAPES CONFECCOES S.A.,2024,5403620.0
GUARARAPES CONFECCOES S.A.,2025,5352712.0
GUARARAPES PAINÉIS S.A.,2022,1704515.0
HAGA S.A. INDUSTRIA E COMERCIO,2021,-61906417.0
HAGA S.A. INDUSTRIA E COMERCIO,2022,-56360572.0
HAGA S.A. INDUSTRIA E COMERCIO,2023,-53876208.0
HAGA S.A. INDUSTRIA E COMERCIO,2024,-51312367.0
HAGA S.A. INDUSTRIA E COMERCIO,2025,-49168061.0
HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,2021,10572994.0
HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,2022,48756711.0
HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,2023,49255143.0
HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,2024,48676923.0
HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,2025,48250270.0
HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2021,2351497.0
HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2022,2473464.0
HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2023,2731498.0
HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2024,2949583.0
HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2025,2718840.0
HELBOR EMPREENDIMENTOS S.A.,2021,1814389.0
HELBOR EMPREENDIMENTOS S.A.,2022,2124817.0
HELBOR EMPREENDIMENTOS S.A.,2023,2369597.0
HELBOR EMPREENDIMENTOS S.A.,2024,2711194.0
HELBOR EMPREENDIMENTOS S.A.,2025,2786743.0
HIDROVIAS DO BRASIL S.A.,2021,1247654.0
HIDROVIAS DO BRASIL S.A.,2022,1330805.0
HIDROVIAS DO BRASIL S.A.,2023,1383523.0
HIDROVIAS DO BRASIL S.A.,2024,948075.0
HIDROVIAS DO BRASIL S.A.,2025,2162052.0
HIGHLINE BRASIL II INFRAESTRUTURA DE TELECOMUNICAÇÕES S.A.,2024,1976226.0
HIGHLINE BRASIL II INFRAESTRUTURA DE TELECOMUNICAÇÕES S.A.,2025,1710926.0
HMOBI PARTICIPAÇÕES S.A.,2021,1909987.0
HMOBI PARTICIPAÇÕES S.A.,2022,2210290.0
HMOBI PARTICIPAÇÕES S.A.,2023,2335854.0
HMOBI PARTICIPAÇÕES S.A.,2024,2524645.0
HMOBI PARTICIPAÇÕES S.A.,2025,2184368.0
HOLDING DO ARAGUAIA S.A.,2021,599221.0
HOLDING DO ARAGUAIA S.A.,2022,614241.0
HOLDING DO ARAGUAIA S.A.,2023,709351.0
HOLDING DO ARAGUAIA S.A.,2024,751956.0
HOLDING DO ARAGUAIA S.A.,2025,775925.0
HOLDING VERZANI E SANDRINI S.A.,2021,162899.0
HOSPITAL ANCHIETA S.A.,2022,400924.0
HOSPITAL ANCHIETA S.A.,2023,378405.0
HOSPITAL ANCHIETA S.A.,2024,291199.0
HOSPITAL ANCHIETA S.A.,2025,198973.0
HOSPITAL CARE CALEDONIA S.A.,2021,615695.0
HOSPITAL CARE CALEDONIA S.A.,2022,586659.0
HOSPITAL CARE CALEDONIA S.A.,2023,622103.0
HOSPITAL CARE CALEDONIA S.A.,2024,394024.0
HOSPITAL CARE CALEDONIA S.A.,2025,112842.0
HOSPITAL MATER DEI S.A.,2021,1683165.0
HOSPITAL MATER DEI S.A.,2022,1702622.0
HOSPITAL MATER DEI S.A.,2023,1754224.0
HOSPITAL MATER DEI S.A.,2024,1476425.0
HOSPITAL MATER DEI S.A.,2025,1477574.0
HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,2021,-506416.0
HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,2022,-313493.0
HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,2023,-175201.0
HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,2024,-93227.0
HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,2025,-62872.0
HOUSI S.A.,2021,21597.0
HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.,2021,27639.0
HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.,2022,214874.0
HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.,2023,208518.0
HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.,2024,227799.0
HYPERA S.A.,2021,9833471.0
HYPERA S.A.,2022,10655441.0
HYPERA S.A.,2023,11517873.0
HYPERA S.A.,2024,12101819.0
HYPERA S.A.,2025,12524374.0
HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.,2023,843048.0
HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.,2024,1454516.0
HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.,2025,906408.0
IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL,2021,-1042721.0
IGUA SANEAMENTO S.A.,2021,2888432.0
IGUA SANEAMENTO S.A.,2022,3027663.0
IGUA SANEAMENTO S.A.,2023,2671521.0
IGUA SANEAMENTO S.A.,2024,4022072.0
IGUA SANEAMENTO S.A.,2025,3381864.0
IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2021,3410804.0
IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2022,3057189.0
IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2023,3665445.0
IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2024,3789189.0
IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2025,3895653.0
IGUATEMI S.A.,2021,3440534.0
IGUATEMI S.A.,2022,4107688.0
IGUATEMI S.A.,2023,4177518.0
IGUATEMI S.A.,2024,4310020.0
IGUATEMI S.A.,2025,4651864.0
INBRANDS S.A.,2021,287549.0
INBRANDS S.A.,2022,277146.0
INBRANDS S.A.,2023,251316.0
INBRANDS S.A.,2024,205116.0
INBRANDS S.A.,2025,85365.0
INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2021,63320.0
INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2022,127109.0
INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2023,173112.0
INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2024,217218.0
INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2025,245057.0
INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA,2021,137090.0
INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA,2022,127957.0
INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA,2023,251397.0
INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA,2024,249867.0
INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA,2025,243190.0
INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,2021,-1260671.0
INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,2022,-1620653.0
INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,2023,-1124647.0
INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,2024,-1373449.0
INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,2025,-1698279.0
INFRACOMMERCE CXAAS S.A.,2021,1286049.0
INFRACOMMERCE CXAAS S.A.,2022,1443344.0
INFRACOMMERCE CXAAS S.A.,2023,1619869.0
INFRACOMMERCE CXAAS S.A.,2024,-104790.0
INFRACOMMERCE CXAAS S.A.,2025,195075.0
INSPIRALI EDUCAÇÃO S.A.,2022,10527096.0
INSPIRALI EDUCAÇÃO S.A.,2023,3467551.0
INSPIRALI EDUCAÇÃO S.A.,2024,3488887.0
INSPIRALI EDUCAÇÃO S.A.,2025,3675863.0
INSTITUTO HERMES PARDINI S.A.,2021,873061.0
INSTITUTO HERMES PARDINI S.A.,2022,984025.0
INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2021,1919139.0
INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2022,2248282.0
INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2023,2623522.0
INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2024,2966536.0
INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,2025,3014171.0
"INTER & CO, INC.",2021,16899566.0
"INTER & CO, INC.",2022,7089104.0
"INTER & CO, INC.",2023,7596690.0
"INTER & CO, INC.",2024,9072307.0
"INTER & CO, INC.",2025,10392962.0
INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,2021,881808.0
INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,2022,787494.0
INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,2023,263060.0
INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,2024,-159346.0
INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,2025,496204.0
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2021,1126686.0
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2022,1130789.0
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2023,1022851.0
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2024,1041298.0
INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,2025,859642.0
INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.,2021,57958.0
INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.,2022,146127.0
INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.,2023,163431.0
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2021,-2822582.0
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2022,-3057948.0
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2023,-3332907.0
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2024,-4205998.0
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2025,-3467089.0
IOCHPE MAXION S.A.,2021,4398119.0
IOCHPE MAXION S.A.,2022,4292807.0
IOCHPE MAXION S.A.,2023,4085029.0
IOCHPE MAXION S.A.,2024,5070982.0
IOCHPE MAXION S.A.,2025,4851749.0
IRANI PAPEL E EMBALAGEM S.A.,2021,957438.0
IRANI PAPEL E EMBALAGEM S.A.,2022,1125085.0
IRANI PAPEL E EMBALAGEM S.A.,2023,1279704.0
IRANI PAPEL E EMBALAGEM S.A.,2024,1366538.0
IRANI PAPEL E EMBALAGEM S.A.,2025,1451934.0
IRB - BRASIL RESSEGUROS S.A.,2021,3634360.0
IRB - BRASIL RESSEGUROS S.A.,2022,4073511.0
IRB - BRASIL RESSEGUROS S.A.,2023,4257395.0
IRB - BRASIL RESSEGUROS S.A.,2024,4926059.0
IRB - BRASIL RESSEGUROS S.A.,2025,5282690.0
ISA ENERGIA BRASIL,2021,14792735.0
ISA ENERGIA BRASIL,2022,16536481.0
ISA ENERGIA BRASIL,2023,17791712.0
ISA ENERGIA BRASIL,2024,20071282.0
ISA ENERGIA BRASIL,2025,21437011.0
ITAU UNIBANCO HOLDING S.A.,2021,164476000.0
ITAU UNIBANCO HOLDING S.A.,2022,177343000.0
ITAU UNIBANCO HOLDING S.A.,2023,199050000.0
ITAU UNIBANCO HOLDING S.A.,2024,221284000.0
ITAU UNIBANCO HOLDING S.A.,2025,215076000.0
ITAÚSA S.A.,2021,69508000.0
ITAÚSA S.A.,2022,76535000.0
ITAÚSA S.A.,2023,87050000.0
ITAÚSA S.A.,2024,94997000.0
ITAÚSA S.A.,2025,93379000.0
J. MACEDO S.A.,2021,577002.0
J. MACEDO S.A.,2022,695324.0
J. MACEDO S.A.,2023,1040991.0
J. MACEDO S.A.,2024,1322821.0
J. MACEDO S.A.,2025,1346053.0
JALLES MACHADO S.A.,2021,1135983.0
JALLES MACHADO S.A.,2022,1388729.0
JALLES MACHADO S.A.,2023,1937244.0
JALLES MACHADO S.A.,2024,2074758.0
JALLES MACHADO S.A.,2025,2003170.0
JBS N.V.,2023,21495312.0
JBS N.V.,2024,11652281.0
JBS N.V.,2025,52398220.0
JBS S.A.,2021,47796720.0
JBS S.A.,2022,49808931.0
JBS S.A.,2023,46998306.0
JBS S.A.,2024,50370426.0
JBS S.A.,2025,51594835.0
JHSF MALLS S.A.,2021,1524023.0
JHSF MALLS S.A.,2022,1452477.0
JHSF PARTICIPACOES S.A.,2021,4546460.0
JHSF PARTICIPACOES S.A.,2022,5159673.0
JHSF PARTICIPACOES S.A.,2023,5222945.0
JHSF PARTICIPACOES S.A.,2024,5836514.0
JHSF PARTICIPACOES S.A.,2025,7136734.0
JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL,2021,-652289.0
JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL,2022,-777989.0
JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL,2023,-827605.0
JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL,2024,-95406.0
JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL,2025,-278567.0
JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,2021,724202.0
JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,2022,750987.0
JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,2023,747714.0
JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,2024,763705.0
JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,2025,766973.0
JSL S.A.,2021,1329851.0
JSL S.A.,2022,1412613.0
JSL S.A.,2023,1663443.0
JSL S.A.,2024,1770360.0
JSL S.A.,2025,1324556.0
KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.,2021,798100.0
KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.,2022,798210.0
KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.,2023,935148.0
KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.,2024,886006.0
KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.,2025,850856.0
KARSTEN S.A.,2021,-133954.0
KARSTEN S.A.,2022,-155100.0
KARSTEN S.A.,2023,-112940.0
KARSTEN S.A.,2024,5469.0
KARSTEN S.A.,2025,76010.0
KEPLER WEBER S.A.,2021,461630.0
KEPLER WEBER S.A.,2022,597270.0
KEPLER WEBER S.A.,2023,726203.0
KEPLER WEBER S.A.,2024,740781.0
KEPLER WEBER S.A.,2025,774231.0
KLABIN S.A.,2021,7086227.0
KLABIN S.A.,2022,11568266.0
KLABIN S.A.,2023,13732531.0
KLABIN S.A.,2024,8637200.0
KLABIN S.A.,2025,14401101.0
KORA SAÚDE PARTICIPAÇÕES S.A.,2021,1325116.0
KORA SAÚDE PARTICIPAÇÕES S.A.,2022,1223692.0
KORA SAÚDE PARTICIPAÇÕES S.A.,2023,1085115.0
